filesection	Level	tab	section	subsection	                            Notes	Case	Formal/Informal	Español	English	Esperanto	Deutsch	Zuritüütsch	Lingvaro (https://github.com/lquesada/Lingvaro) - Copyright (c) 2019, Luis Quesada Torres - https://github.com/lquesada | www.luisquesada.com
2_language_specifics	A1	Language specifics	Esperanto: Affixes	general	fraction					-on-			
2_language_specifics	A1	Language specifics	Esperanto: Affixes	general	collective numeral, group					-op-			
2_language_specifics	A1	Language specifics	Esperanto: Affixes	general	container, also country					-uj-			
2_language_specifics	A1	Language specifics	Esperanto: Affixes	general	individual person					-ul-			
2_language_specifics	A1	Language specifics	Esperanto: Affixes	general	Esperanto specific, no definite meaning					-um-			
2_language_specifics	A1	Language specifics	Esperanto: Affixes	general	male affectionate ending					-ĉj-			
2_language_specifics	A1	Language specifics	Esperanto: Affixes	general	female affectionate ending					-nj-			
2_language_specifics	title	Language specifics	Deutsch: Pronunciation		Deutsch: Pronunciation								
2_language_specifics	A1	Language specifics	Deutsch: Pronunciation								"st" ist immer "scht" am Wortanfang		
2_language_specifics	A1	Language specifics	Deutsch: Pronunciation								"sp" ist immer "schp" am Wortanfang		
2_language_specifics	A1	Language specifics	Deutsch: Pronunciation								Ausnahme: Worter von andere Sprache, e.g. "Sterling"		
2_language_specifics	title	Language specifics	Deutsch: Contractions		Deutsch: Contractions								
2_language_specifics	A1	Language specifics	Deutsch: Contractions		e.g. used for side dish						zu + das -> dazu		
2_language_specifics	A1	Language specifics	Deutsch: Contractions								an + das -> daran		
2_language_specifics	A1	Language specifics	Deutsch: Contractions								hin + das -> dahin		
2_language_specifics	A1	Language specifics	Deutsch: Contractions								auf + das -> darauf		
2_language_specifics	A1	Language specifics	Deutsch: Contractions								hin + dort  -> dorthin		
2_language_specifics	A1	Language specifics	Deutsch: Contractions								über + das -> darüber		
2_language_specifics	A1	Language specifics	Deutsch: Contractions								von + das -> davon		
2_language_specifics	A1	Language specifics	Deutsch: Contractions								nach + das -> danach		
2_language_specifics	A1	Language specifics	Deutsch: Contractions								für + das -> dafür		
2_language_specifics	A1	Language specifics	Deutsch: Contractions		so that with that, ... can be done						mit + das -> damit		
2_language_specifics	A1	Language specifics	Deutsch: Contractions		with which						mit + was -> womit		
2_language_specifics	A1	Language specifics	Deutsch: Contractions								um + das -> darum		
2_language_specifics	A1	Language specifics	Deutsch: Contractions								bei + das -> dabei		
2_language_specifics	title	Language specifics	Zuritüütsch: Pronunciation		Zuritüütsch: Pronunciation								
2_language_specifics	A1	Language specifics	Zuritüütsch: Pronunciation									"st" tönt normalerwiis "scht"	
2_language_specifics	A1	Language specifics	Zuritüütsch: Pronunciation									"sp" tönt normalerwiis "schp"	
2_language_specifics	A1	Language specifics	Zuritüütsch: Pronunciation									Uusnahme: "sst" tönt "sst"	
2_language_specifics	A1	Language specifics	Zuritüütsch: Pronunciation									Uusnahme: partizip mit "st" am Ände in Verben ("gräist") tönt "st"	
2_language_specifics	A1	Language specifics	Zuritüütsch: Pronunciation									Uusnahme: Wort mit s am Ände + Wort mit t am Aafang = "s"+"t" -> "st", e.g. "Huustier", "Nastuechli"	
2_language_specifics	A1	Language specifics	Zuritüütsch: Pronunciation									Uusnahme: Wort vo anderi Spraach, e.g. "Plastik", "Master", "Sterling"	
2_language_specifics	A1	Language specifics	Zuritüütsch: Pronunciation									Uusnahme: Wort mit "sch" uff Hochtüütsch, e.g. forsche -> gforscht	
2_language_specifics	title	Language specifics	Zuritüütsch: Contractions		Zuritüütsch: Contractions								
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions		e.g. used for side dish							zue + das -> dezue	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions									aa + das -> daraa	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions									hii + das -> dehii	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions									hii + deet -> deethii	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions									uf + das -> druf	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions									über + das -> drüber	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions									vo + das -> devoo	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions									für + das -> dafür	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions		so that with that, ... can be done							mit + das -> damit	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions		with which							mit + was -> womit	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions									um + das -> darum	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions									bii + das -> debii	
2_language_specifics	A1	Language specifics	Zuritüütsch: Contractions									ich laufe, laufe ich -> ich laufe, lauf ich	
2_language_specifics	title	Language specifics	Zuritüütsch: -n- for fluidity		Zuritüütsch: -n- for fluidity								
2_language_specifics	A1	Language specifics	Zuritüütsch: -n- for fluidity		no -n- after most pronouns, nouns, etc.							wie isch er?	
2_language_specifics	A1	Language specifics	Zuritüütsch: -n- for fluidity		no -n- after most pronouns, nouns, etc.							ich ässe	
2_language_specifics	A1	Language specifics	Zuritüütsch: -n- for fluidity		-n- can be or not between verbs after ending other than "e"							dann verstaa-n-ich / dann verstaa ich	
2_language_specifics	A1	Language specifics	Zuritüütsch: -n- for fluidity		-n- can be or not between wo and other vowel							jede mal, wo-n-er ... /  jede mal, wo er ...	
2_language_specifics	title	Language specifics	Zuritüütsch: Verb ending for fluidity		Zuritüütsch: Verb ending for fluidity								
2_language_specifics	A1	Language specifics	Zuritüütsch: Verb ending for fluidity		verb ends with "e" when not followed by vowel							ich glaube schon	
2_language_specifics	A1	Language specifics	Zuritüütsch: Verb ending for fluidity		verb does not end with "e" when followed by vowel							dann glaub ich ...	
3_particles	title	Particles	Periodicity		Particles: Periodicity								
3_particles	A1	Particles	Periodicity					nunca	never	neniam	nie / noch nie	nie / no nie	
3_particles	A1	Particles	Periodicity					a veces	sometimes	kelkfoje	manchmal	mängisch	
3_particles	A1	Particles	Periodicity					raramente	rarely	malofte	selten	sälte	
3_particles	A1	Particles	Periodicity					constantemente	constantly	konstante	ständig	ständig	
3_particles	A1	Particles	Periodicity					generalmente	usually	kutime	gewöhnlich	gwöhnlich	
3_particles	A1	Particles	Periodicity					a menudo	often	ofte	oft	oft	
3_particles	A1	Particles	Periodicity					siempre	always	ĉiam	immer	imer	
3_particles	A1	Particles	Periodicity	concrete periods				diario - diaria	daily	ĉiutage	täglich	täglich	
3_particles	A1	Particles	Periodicity	concrete periods				semanal	weekly	ĉiusemajne	wöchentlich	wöchentlich	
3_particles	A1	Particles	Periodicity	concrete periods				mensual	monthly	ĉiumonate	monatlich	monatlich	
3_particles	A1	Particles	Periodicity	concrete periods				anual	yearly	ĉiujare	jährlich	jährlich	
3_particles	title	Particles	Repetition		Particles: Repetition								
3_particles	A1	Particles	Repetition					otra vez	once again	denove	noch einmal	nomal	
3_particles	A1	Particles	Repetition					de nuevo	again	denove	wieder	wieder	
3_particles	title	Particles	Moderators		Particles: Moderators								
3_particles	A1	Particles	Moderators					un poco / ligeramente	a little / a little bit / somewhat / slightly	iomete	ein bisschen	es bitzli / chlii	
3_particles	A1	Particles	Moderators					apenas	barely	apenaŭ	kaum	chuum	
3_particles	A1	Particles	Moderators					muy	very	tre	sehr	sehr	
3_particles	A1	Particles	Moderators					totalmente	totally	plene	total	total	
3_particles	A1	Particles	Moderators					más bien	rather / more of	pli ĝuste	eher	eher	
3_particles	A1	Particles	Moderators					bastante	quite / fairly / pretty	tre	ziemlich	zimli / zimlich	
3_particles	A1	Particles	Moderators					extremadamente	extremely	ekstreme	äußerst	üsserst	
3_particles	A1	Particles	Moderators		positive			absolutamente	absolutely	absolutely	absolut	absolut	
3_particles	A1	Particles	Moderators		negative			absolutamente	absolutely	absolutely	gar	gar	
3_particles	title	Particles	Amount		Particles: Amount								
3_particles	A1	Particles	Amount					un poco - una poca	a little / a little bit	iomete	ein bisschen	es bitzli	
3_particles	A1	Particles	Amount					mucho	a lot	multe	viel	vil	
3_particles	A1	Particles	Amount					demasiado	too much	tro	zu viel	z vil	
3_particles	A1	Particles	Amount					apenas	barely any	apenaŭ	kaum	chuum	
3_particles	A1	Particles	Amount					a partir de	from	de	ab	ab	
3_particles	A1	Particles	Amount					por cada uno	apiece	po	pro	pro	
3_particles	A1	Particles	Amount					cada	each	ĉiuj	jede (+deklination wie Artikel)	jede (+deklination wie Artikel)	
3_particles	A1	Particles	Amount					entre	between	inter	zwischen	zwüsche	
3_particles	A1	Particles	Amount					más	more	plu	mehr	meh	
3_particles	A1	Particles	Amount					más	further	plu	weiter	wiiter	
3_particles	A1	Particles	Amount					restante	remaining / left	forlasita	übrig	übrig	
3_particles	A1	Particles	Amount					en su mayoría	mostly	plejparte	meistens	mäistens	
3_particles	A1	Particles	Amount					todo	whole	tuta	ganz	ganz	
3_particles	A1	Particles	Amount					mejor que	rather than	prefere ol	eher als	ender als / eener als	
3_particles	A1	Particles	Amount					tanto como	as much as	tiom kiom	so viel(+dekl) wie	so vil(+dekl) wie	
3_particles	A1	Particles	Amount					un par de	a pair of	paro de	ein Paar	espaar / paar	
3_particles	A1	Particles	Amount					unos pocos / unas pocas	a few	kelke da	wenige(/dekl)	wenige(/dekl)	
3_particles	A1	Particles	Amount					varios / varias	several	plure da	mehrere(/dekl)	mehrere(/dekl)	
3_particles	A1	Particles	Amount					muchos / muchas	a lot	multe da	viel(+dekl)	vil(+dekl)	
3_particles	A1	Particles	Amount					suficiente	enough	sufiĉe	genug	gnueg	
3_particles	A1	Particles	Amount					más o menos	more or less	pli aŭ malpli	mehr oder weniger	mehr oder weniger	
3_particles	A1	Particles	Amount					aproximadamente / sobre	approximately / about	proksimume	ungefähr / circa / etwa	ungefähr / circa / öppe	
3_particles	title	Particles	Time		Particles: Time								
3_particles	A1	Particles	Time		time, just now			ahora mismo / ya mismo	just now / right now	ĵus (nun)	gerade / sofort	grad	
3_particles	A1	Particles	Time		as in "in a few minutes"			pronto / en breve	soon	baldaŭ	bald	bald	
3_particles	A1	Particles	Time					todavía no	not yet	ankoraŭ ne	noch nicht	nonig	
3_particles	A1	Particles	Time					inmediatamente	immediately	tuj	sofort	sofort	
3_particles	A1	Particles	Time					hasta	until / till	ĝis	bis	bis	
3_particles	A1	Particles	Time					todavía / aún	still / yet	ankoraŭ	noch / immer noch	no / imer no	
3_particles	A1	Particles	Time					hasta ahora	until now	ĝis nun	bis jetzt	bis jetzt	
3_particles	A1	Particles	Time					por ahora / de momento	for now	por nun	zur Zeit	zur Ziit	
3_particles	A1	Particles	Time					ya no	not anymore	ne plu	nicht mehr	nüme	
3_particles	A1	Particles	Time					ya	already	jam	schon / bereits	scho	
3_particles	A1	Particles	Time					ahora	now	nun	nun / jetzt	jetzt	
3_particles	A1	Particles	Time					temprano / pronto	early	frue	früh	früe	
3_particles	A1	Particles	Time					tarde	late	malfrue	spät	spaat	
3_particles	A1	Particles	Time					durante	while / during	dum	während	während	
3_particles	A1	Particles	Time					antes	before	antaŭe	vor	vor	
3_particles	A1	Particles	Time					después	after	poste	nach	nach	
3_particles	A1	Particles	Time		relative			antes	before	antaŭe	davor / vorher / zuvor	vorher	
3_particles	A1	Particles	Time		relative			después	after	poste	danach / nachher	nachher	
3_particles	A1	Particles	Time					cuando sea / en algún momento	whenever	en ajna momento	wann immer / wann auch immer	wänn imer / wänn au imer	
3_particles	A1	Particles	Time					mientras tanto	in the meanwhile	dume	in der Zwischenzeit	i de Zwüscheziit	
3_particles	A1	Particles	Time					de hoy	today's	hodiâua	heutig	hüütig	
3_particles	A1	Particles	Time					anterior	former	iama	ehemalig	ehemalig	
3_particles	A1	Particles	Time					a la vez	at the same time / at once	samtempe	gleichzeitig / zur gleichen Zeit	gliichziitig / zu gliicher Ziit	
3_particles	title	Particles	Relative days		Particles: Relative days								
3_particles	A1	Particles	Relative days					anteayer	the day before yesterday	antaŭhieraŭ	vorgestern	vorgester	
3_particles	A1	Particles	Relative days					ayer	yesterday	hieraŭ	gestern	gester	
3_particles	A1	Particles	Relative days					hoy	today	hodiaŭ	heute	hüt	
3_particles	A1	Particles	Relative days					mañana	tomorrow	morgaŭ	morgen	morn	
3_particles	A1	Particles	Relative days					pasado mañana	the day after tomorrow	postmorgaŭ	übermorgen	übermorn	
3_particles	title	Particles	Time in a day		Particles: Time in a day								
3_particles	A1	Particles	Time in a day					de madrugada	in the morning	tagiĝe	am Morgen	am Morge	
3_particles	A1	Particles	Time in a day					por la mañana	in the morning	matene	am Morgen	am Morge	
3_particles	A1	Particles	Time in a day					al mediodía	in the midday	tagmeze	am Mittag	am Mittag	
3_particles	A1	Particles	Time in a day					por la tarde	in the afternoon	posttagmeze	am Nachmittag	am Namittag	
3_particles	A1	Particles	Time in a day					por la tarde	in the evening	vespere	am Abend	am Abend	
3_particles	A1	Particles	Time in a day					por la noche	in the night	nokte	in der Nacht	i de Nacht	
3_particles	A1	Particles	Time in a day					en las madrugadas	in the mornings	en la tagiĝoj	morgens	jede Morge	
3_particles	A1	Particles	Time in a day					en las mañanas	in the mornings	en la matenoj	morgens	jede Morge	
3_particles	A1	Particles	Time in a day					en los mediodías	in the middays	en la tagmezoj	mittags	jede Mittag	
3_particles	A1	Particles	Time in a day					en las tardes	in the afternoons	en la posttagmezoj	nachmittags	jede namittag	
3_particles	A1	Particles	Time in a day					en las tardes	in the evenings	en la vesperoj	abends	jede Abend	
3_particles	A1	Particles	Time in a day					en las noches	in the nights	en la noktoj	nachts	jedi Nacht	
3_particles	title	Particles	Conjunctions		Particles: Conjunctions								
3_particles	A1	Particles	Conjunctions					y	and	kaj	und	und	
